determined_at,type,special_key,target.target_id,target.target_type,shift_key,masked_key,gid,meta_key,time_diff
32743,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1011.0,31320854,,557.0
34791,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1011.0,31320854,,2048.0
36856,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1051.0,31320854,,2065.0
37151,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1051.0,31320854,,295.0
37430,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,487.0,31320854,,279.0
37954,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1011.0,31320854,,524.0
38544,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1073.0,31320854,,590.0
38774,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7915.0,31320854,,230.0
38987,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,76.0,31320854,,213.0
39547,KEY_DOWN,Tab,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,,560.0
40011,KEY_DOWN,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,,31320854,,464.0
40115,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,113.0,31320854,,104.0
40596,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,117.0,31320854,,481.0
40929,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,,333.0
41093,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,,164.0
41202,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,81.0,31320854,,109.0
41260,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,99.0,31320854,,58.0
41576,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,293.0,31320854,,316.0
41683,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,7859.0,31320854,,107.0
41765,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,386.0,31320854,,82.0
41995,KEY_DOWN,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,,31320854,,230.0
42142,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,119.0,31320854,,147.0
45307,KEY_DOWN,Meta,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,True,3165.0
45392,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,288.0,31320854,True,85.0
45542,KEY_DOWN,Backspace,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,,150.0
46271,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,120.0,31320854,,729.0
46381,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,,110.0
46499,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,67.0,31320854,,118.0
46679,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,559.0,31320854,,180.0
46752,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,288.0,31320854,,73.0
46878,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,72.0,31320854,,126.0
46976,KEY_DOWN,Shift,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,True,,31320854,,98.0
47500,KEY_DOWN,Shift,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,True,,31320854,,524.0
47582,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,True,102.0,31320854,,82.0
47730,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1020.0,31320854,,148.0
48215,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,,485.0
48412,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,,197.0
48631,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,72.0,31320854,,219.0
48825,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,104.0,31320854,,194.0
48912,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,79.0,31320854,,87.0
49024,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,72.0,31320854,,112.0
49136,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,104.0,31320854,,112.0
49158,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,79.0,31320854,,22.0
49335,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,271.0,31320854,,177.0
49526,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1018.0,31320854,,191.0
49722,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,,196.0
49887,KEY_DOWN,Tab,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,,165.0
50154,KEY_DOWN,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,,31320854,,267.0
50208,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,113.0,31320854,,54.0
50443,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,117.0,31320854,,235.0
50841,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,,398.0
51022,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,,181.0
51130,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,81.0,31320854,,108.0
51221,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,99.0,31320854,,91.0
51717,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,293.0,31320854,,496.0
51791,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,7859.0,31320854,,74.0
51857,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,386.0,31320854,,66.0
52087,KEY_DOWN,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,,31320854,,230.0
52201,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,119.0,31320854,,114.0
51848,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,304.0,32848205,,
51952,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,109.0,32848205,,104.0
52088,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,364.0,32848205,,136.0
52296,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,596.0,32848205,,208.0
52360,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,1081.0,32848205,,64.0
52480,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,1013.0,32848205,,120.0
52672,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,536.0,32848205,,192.0
52984,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,7900.0,32848205,,312.0
53368,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,90.0,32848205,,384.0
53464,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,1013.0,32848205,,96.0
53640,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,364.0,32848205,,176.0
53704,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,378.0,32848205,,64.0
53848,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,596.0,32848205,,144.0
54008,KEY_DOWN,Shift,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,True,,32848205,,160.0
54136,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,True,81.0,32848205,,128.0
54520,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,109.0,32848205,,384.0
54712,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,1029.0,32848205,,192.0
54864,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,1081.0,32848205,,152.0
54992,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,1131.0,32848205,,128.0
55184,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,438.0,32848205,,192.0
55376,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,304.0,32848205,,192.0
55464,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,109.0,32848205,,88.0
55600,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,7900.0,32848205,,136.0
55736,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,598.0,32848205,,136.0
55848,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,364.0,32848205,,112.0
55920,KEY_DOWN,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,1131.0,32848205,,72.0
56072,KEY_DOWN,Tab,c21e317b-e989-4acc-9e1a-23b48a6a10ac,email,,,32848205,,152.0
57072,KEY_DOWN,Shift,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,True,,32848205,,1000.0
57136,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,True,359.0,32848205,,64.0
57392,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,,1061.0,32848205,,256.0
57608,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,,1095.0,32848205,,216.0
57760,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,,1095.0,32848205,,152.0
57856,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,,278.0,32848205,,96.0
58000,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,,1132.0,32848205,,144.0
58264,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,,110.0,32848205,,264.0
58384,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,,100.0,32848205,,120.0
58584,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,,1058.0,32848205,,200.0
58856,KEY_DOWN,Shift,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,True,,32848205,,272.0
59032,KEY_DOWN,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,True,85.0,32848205,,176.0
59536,KEY_DOWN,Tab,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,password,,,32848205,,504.0
39689,KEY_DOWN,Tab,5197431b-7ed2-4247-97cb-3fac4b4ca7c8,body,,,36553401,,
40368,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,97.0,36553401,,679.0
40503,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,518.0,36553401,,135.0
40621,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,1034.0,36553401,,118.0
41020,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,7685.0,36553401,,399.0
41166,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,7762.0,36553401,,146.0
41276,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,102.0,36553401,,110.0
41455,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,82.0,36553401,,179.0
41665,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,70.0,36553401,,210.0
41760,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,548.0,36553401,,95.0
41899,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,102.0,36553401,,139.0
42106,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,121.0,36553401,,207.0
42324,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,7765.0,36553401,,218.0
42389,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,102.0,36553401,,65.0
42574,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,82.0,36553401,,185.0
42740,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,82.0,36553401,,166.0
42857,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,66.0,36553401,,117.0
43115,KEY_DOWN,Shift,93b4fad4-865d-4422-9261-27ba2653c199,email,True,,36553401,,258.0
43208,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,True,645.0,36553401,,93.0
43584,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,102.0,36553401,,376.0
43785,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,7913.0,36553401,,201.0
43866,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,518.0,36553401,,81.0
43971,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,76.0,36553401,,105.0
44049,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,67.0,36553401,,78.0
44231,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,82.0,36553401,,182.0
44322,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,102.0,36553401,,91.0
44444,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,121.0,36553401,,122.0
44611,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,1034.0,36553401,,167.0
44689,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,7718.0,36553401,,78.0
44791,KEY_DOWN,,93b4fad4-865d-4422-9261-27ba2653c199,email,,76.0,36553401,,102.0
45197,KEY_DOWN,Tab,93b4fad4-865d-4422-9261-27ba2653c199,email,,,36553401,,406.0
46113,KEY_DOWN,Shift,d1b19f2a-a643-4242-b560-32948049a27c,password,True,,36553401,,916.0
46279,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,True,7813.0,36553401,,166.0
46438,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,,82.0,36553401,,159.0
46660,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,,72.0,36553401,,222.0
46803,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,,72.0,36553401,,143.0
46895,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,,109.0,36553401,,92.0
46981,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,,1092.0,36553401,,86.0
47202,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,,66.0,36553401,,221.0
47337,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,,121.0,36553401,,135.0
47408,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,,7927.0,36553401,,71.0
47640,KEY_DOWN,Shift,d1b19f2a-a643-4242-b560-32948049a27c,password,True,,36553401,,232.0
47705,KEY_DOWN,,d1b19f2a-a643-4242-b560-32948049a27c,password,True,541.0,36553401,,65.0
47969,KEY_DOWN,Enter,d1b19f2a-a643-4242-b560-32948049a27c,password,,,36553401,,264.0
28580,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,7856.0,37672251,,
28636,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,412.0,37672251,,56.0
28747,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,67.0,37672251,,111.0
28792,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,7788.0,37672251,,45.0
28984,KEY_DOWN,Shift,14a0967b-4fad-4115-8624-0da833fdd03a,email,True,,37672251,,192.0
29242,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,True,107.0,37672251,,258.0
29456,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,394.0,37672251,,214.0
29637,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,1018.0,37672251,,181.0
29840,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,1018.0,37672251,,203.0
30334,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,7788.0,37672251,,494.0
30457,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,1023.0,37672251,,123.0
30549,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,76.0,37672251,,92.0
30682,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,7788.0,37672251,,133.0
31550,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,76.0,37672251,,868.0
31641,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,7693.0,37672251,,91.0
31932,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,77.0,37672251,,291.0
31978,KEY_DOWN,,14a0967b-4fad-4115-8624-0da833fdd03a,email,,1018.0,37672251,,46.0
32179,KEY_DOWN,Tab,14a0967b-4fad-4115-8624-0da833fdd03a,email,,,37672251,,201.0
32700,KEY_DOWN,Shift,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,True,,37672251,,521.0
33170,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,True,1082.0,37672251,,470.0
33303,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,7737.0,37672251,,133.0
33473,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,77.0,37672251,,170.0
33608,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,77.0,37672251,,135.0
33742,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,296.0,37672251,,134.0
33833,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,415.0,37672251,,91.0
34014,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,1136.0,37672251,,181.0
34057,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,112.0,37672251,,43.0
34136,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,122.0,37672251,,79.0
34410,KEY_DOWN,Shift,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,True,,37672251,,274.0
34611,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,True,113.0,37672251,,201.0
35758,KEY_DOWN,Meta,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,,37672251,True,1147.0
35801,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,88.0,37672251,True,43.0
36161,KEY_DOWN,Shift,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,True,,37672251,,360.0
36300,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,True,1082.0,37672251,,139.0
36441,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,7737.0,37672251,,141.0
36661,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,77.0,37672251,,220.0
36757,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,77.0,37672251,,96.0
36882,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,296.0,37672251,,125.0
36962,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,415.0,37672251,,80.0
37545,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,1136.0,37672251,,583.0
37624,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,112.0,37672251,,79.0
37702,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,122.0,37672251,,78.0
37961,KEY_DOWN,Shift,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,True,,37672251,,259.0
38007,KEY_DOWN,,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,True,113.0,37672251,,46.0
38911,KEY_DOWN,Enter,615cf44e-fbe0-4da9-a430-39a4d7476b19,password,,,37672251,,904.0
68426,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,7817.0,41132968,,
68674,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,106.0,41132968,,248.0
68898,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,1122.0,41132968,,224.0
68986,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,1021.0,41132968,,88.0
69234,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,1150.0,41132968,,248.0
69498,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,7823.0,41132968,,264.0
69690,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,83.0,41132968,,192.0
69850,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,118.0,41132968,,160.0
70050,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,68.0,41132968,,200.0
70306,KEY_DOWN,Shift,3218274d-400d-4891-834a-db3a423c9dc9,email,True,,41132968,,256.0
70410,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,True,113.0,41132968,,104.0
70802,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,1021.0,41132968,,392.0
71002,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,7780.0,41132968,,200.0
71186,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,83.0,41132968,,184.0
71314,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,1151.0,41132968,,128.0
71522,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,104.0,41132968,,208.0
71602,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,1122.0,41132968,,80.0
71650,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,1021.0,41132968,,48.0
71814,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,1150.0,41132968,,164.0
71974,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,85.0,41132968,,160.0
72098,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,7840.0,41132968,,124.0
72170,KEY_DOWN,,3218274d-400d-4891-834a-db3a423c9dc9,email,,1151.0,41132968,,72.0
72634,KEY_DOWN,Tab,3218274d-400d-4891-834a-db3a423c9dc9,email,,,41132968,,464.0
73138,KEY_DOWN,Shift,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,True,,41132968,,504.0
73386,KEY_DOWN,,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,True,115.0,41132968,,248.0
73578,KEY_DOWN,,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,,99.0,41132968,,192.0
73794,KEY_DOWN,,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,,251.0,41132968,,216.0
73930,KEY_DOWN,,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,,251.0,41132968,,136.0
74034,KEY_DOWN,,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,,1086.0,41132968,,104.0
74130,KEY_DOWN,,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,,7722.0,41132968,,96.0
75746,KEY_DOWN,,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,,1071.0,41132968,,1616.0
75814,KEY_DOWN,,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,,1066.0,41132968,,68.0
75942,KEY_DOWN,,98a12e8a-5820-4b97-a0cf-4da7d692a6b2,password,,421.0,41132968,,128.0
22693,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,7888.0,43645963,,
22868,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,73.0,43645963,,175.0
22985,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,7821.0,43645963,,117.0
23166,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,70.0,43645963,,181.0
23223,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,98.0,43645963,,57.0
23349,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,105.0,43645963,,126.0
23431,KEY_DOWN,Shift,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,True,,43645963,,82.0
23529,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,True,1111.0,43645963,,98.0
23660,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,394.0,43645963,,131.0
23884,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,73.0,43645963,,224.0
24081,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,73.0,43645963,,197.0
24315,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,105.0,43645963,,234.0
24386,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,444.0,43645963,,71.0
24433,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,674.0,43645963,,47.0
24545,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,105.0,43645963,,112.0
24616,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,444.0,43645963,,71.0
24679,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,674.0,43645963,,63.0
24807,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,112.0,43645963,,128.0
24998,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,1091.0,43645963,,191.0
25162,KEY_DOWN,,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,73.0,43645963,,164.0
25277,KEY_DOWN,Tab,49338751-c79e-44e1-b3d6-a11f61aca8b6,email,,,43645963,,115.0
25544,KEY_DOWN,Shift,f1d966c6-d8a4-4fe7-84bf-3cf1e7f1f7a9,password,True,,43645963,,267.0
25631,KEY_DOWN,,f1d966c6-d8a4-4fe7-84bf-3cf1e7f1f7a9,password,True,86.0,43645963,,87.0
25833,KEY_DOWN,,f1d966c6-d8a4-4fe7-84bf-3cf1e7f1f7a9,password,,66.0,43645963,,202.0
